INSTITUTION	STATE	COUNTRY	FY	TOTAL_FUNDING
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2014	394185
STANFORD UNIVERSITY	CA	UNITED STATES	2014	269636
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2014	561426
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2014	183549
DUKE UNIVERSITY	NC	UNITED STATES	2014	307633
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	170618
MICHIGAN STATE UNIVERSITY	MI	UNITED STATES	2014	189107
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	200004
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	55094
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	159026
H LEE MOFFITT CANCER CTR &amp; RES INST	FL	UNITED STATES	2014	81723
CENTROSE LLC	WI	UNITED STATES	2014	224734
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2014	328681
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	304831
YALE UNIVERSITY	CT	UNITED STATES	2014	551500
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	332000
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	42057
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	318015
UNIVERSITY OF LOUISVILLE	KY	UNITED STATES	2014	275285
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2014	515713
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	353291
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2014	44838
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2014	77000
GEORGIA STATE UNIVERSITY	GA	UNITED STATES	2014	302234
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2014	161095
OREGON HEALTH AND SCIENCE UNIVERSITY	OR	UNITED STATES	2014	200970
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	232138
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	1527572
ISOTHERAPEUTICS GROUP LLC	TX	UNITED STATES	2014	701849
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2014	343556
JACKSON LABORATORY	ME	UNITED STATES	2014	2023677
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2014	142352
STANFORD UNIVERSITY	CA	UNITED STATES	2014	198236
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2014	248265
PENNSYLVANIA STATE UNIV HERSHEY MED CTR	PA	UNITED STATES	2014	161397
WISTAR INSTITUTE	PA	UNITED STATES	2014	1438284
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2014	199078
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2014	336150
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2014	2858772
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	379240
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2014	319059
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	306945
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2014	474155
PENNSYLVANIA STATE UNIV HERSHEY MED CTR	PA	UNITED STATES	2014	241569
HARVARD UNIVERSITY	MA	UNITED STATES	2014	176432
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	348182
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2014	311976
OKLAHOMA STATE UNIVERSITY STILLWATER	OK	UNITED STATES	2014	422836
INSTITUTE FOR CANCER RESEARCH	PA	UNITED STATES	2014	225955
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK	NJ	UNITED STATES	2014	311017
TEXAS A &amp; M UNIVERSITY	TX	UNITED STATES	2014	53341
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2014	302717
MOREHOUSE SCHOOL OF MEDICINE	GA	UNITED STATES	2014	353750
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	163620
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	325086
STANFORD UNIVERSITY	CA	UNITED STATES	2014	540900
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	138382
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK	PA	UNITED STATES	2014	55094
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2014	199274
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2014	514391
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2014	485088
BUFFALO BIOLABS LLC	NY	UNITED STATES	2014	223303
CHILDREN'S HOSPITAL LOS ANGELES	CA	UNITED STATES	2014	326066
NANOMETICS LLC	NY	UNITED STATES	2014	749999
UNIVERSITY OF HAWAII AT MANOA	HI	UNITED STATES	2014	134922
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2014	304962
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	279329
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2014	267085
STATE UNIVERSITY OF NEW YORK AT ALBANY	NY	UNITED STATES	2014	157987
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2014	149896
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2014	329925
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK	AR	UNITED STATES	2014	439135
PLX PHARMA INC	TX	UNITED STATES	2014	146908
LAMNOTHERAPEUTICS INC	CA	UNITED STATES	2014	193812
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	65898
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2014	288996
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2014	155380
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2014	367325
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	541423
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2014	330653
STATE UNIVERSITY NEW YORK STONY BROOK	NY	UNITED STATES	2014	199846
SOUTHERN CALIFORNIA INST FOR RES/EDUC	CA	UNITED STATES	2014	33425
CEDARS-SINAI MEDICAL CENTER	CA	UNITED STATES	2014	384579
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	NY	UNITED STATES	2014	366367
YALE UNIVERSITY	CT	UNITED STATES	2014	181069
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2014	550768
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2014	135351
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2014	478756
YALE UNIVERSITY	CT	UNITED STATES	2014	22511
TUFTS UNIVERSITY BOSTON	MA	UNITED STATES	2014	588295
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	368132
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2014	185972
UNIVERSITY OF CINCINNATI	OH	UNITED STATES	2014	738787
PURDUE UNIVERSITY WEST LAFAYETTE	IN	UNITED STATES	2014	151611
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2014	1877328
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	OK	UNITED STATES	2014	297887
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2014	164971
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	162462
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	388942
UNIVERSITY OF KANSAS MEDICAL CENTER	KS	UNITED STATES	2014	75000
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2014	248709
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	368058
YALE UNIVERSITY	CT	UNITED STATES	2014	1420000
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	332000
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2014	326066
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2014	80618
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2014	193452
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2014	325362
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	1950855
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	176435
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	77600
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	306945
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	2815894
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	73963
H LEE MOFFITT CANCER CTR &amp; RES INST	FL	UNITED STATES	2014	488314
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2014	208074
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2014	338202
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2014	223402
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	562946
UNIVERSITY OF MASSACHUSETTS AMHERST	MA	UNITED STATES	2014	922785
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	312981
ACCENTS ON HEALTH INC	CA	UNITED STATES	2014	521075
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2014	316002
HYPER TECH RESEARCH INC	OH	UNITED STATES	2014	150291
UNIVERSITY OF UTAH	UT	UNITED STATES	2014	379793
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	319377
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	309628
JACKSON LABORATORY	ME	UNITED STATES	2014	72606
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	285254
GEORGIA STATE UNIVERSITY	GA	UNITED STATES	2014	193140
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2014	1424082
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	504575
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2014	320027
STANFORD UNIVERSITY	CA	UNITED STATES	2014	455316
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS	MD	UNITED STATES	2014	423107
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2014	896846
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	547430
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2014	403109
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	250108
OREGON HEALTH AND SCIENCE UNIVERSITY	OR	UNITED STATES	2014	220610
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2014	404266
BOSTON UNIVERSITY	MA	UNITED STATES	2014	349215
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	306945
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	303594
TEXAS A &amp; M UNIVERSITY HEALTH SCIENCE CTR	TX	UNITED STATES	2014	286022
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2014	320588
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	202928
VANDERBILT UNIVERSITY	TN	UNITED STATES	2014	158742
BOSTON UNIVERSITY MEDICAL CAMPUS	MA	UNITED STATES	2014	329488
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2014	269783
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2014	279075
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2014	511937
FLORIDA ATLANTIC UNIVERSITY	FL	UNITED STATES	2014	185562
KEYSTONE SYMPOSIA	CO	UNITED STATES	2014	5000
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	160410
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	NY	UNITED STATES	2014	42676
UNIVERSITY OF HAWAII AT MANOA	HI	UNITED STATES	2014	467825
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2014	10116159
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	288289
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2014	30367
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2014	227424
STANFORD UNIVERSITY	CA	UNITED STATES	2014	321000
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2014	291043
MIAMI UNIVERSITY OXFORD	OH	UNITED STATES	2014	128637
MAYO CLINIC	MN	UNITED STATES	2014	307889
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	273761
STOWERS INSTITUTE FOR MEDICAL RESEARCH	MO	UNITED STATES	2014	347572
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	349688
STANFORD UNIVERSITY	CA	UNITED STATES	2014	208258
NRG ONCOLOGY FOUNDATION INC	PA	UNITED STATES	2014	146524
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2014	211925
VAXIION THERAPEUTICS INC	CA	UNITED STATES	2014	69725
STANFORD UNIVERSITY	CA	UNITED STATES	2014	2216188
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2014	157704
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	303925
CHILDREN'S HOSPITAL BOSTON	MA	UNITED STATES	2014	369899
MAYO CLINIC	MN	UNITED STATES	2014	539724
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2014	342928
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2014	313570
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2014	441510
MICHIGAN STATE UNIVERSITY	MI	UNITED STATES	2014	575881
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2014	37362
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	346942
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	751613
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	49850
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT	CT	UNITED STATES	2014	413610
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2014	2190152
NEW MEXICO STATE UNIVERSITY LAS CRUCES	NM	UNITED STATES	2014	871505
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2014	224478
MAYO CLINIC	MN	UNITED STATES	2014	41376
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2014	161137
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	224099
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2014	85057
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2014	159863
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	NY	UNITED STATES	2014	351713
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2014	639130
STANFORD UNIVERSITY	CA	UNITED STATES	2014	333902
UNIVERSITY OF CINCINNATI	OH	UNITED STATES	2014	312262
MEDICAL DISCOVERY PARTNERS LLC	MA	UNITED STATES	2014	219202
UNIVERSITY OF KANSAS LAWRENCE	KS	UNITED STATES	2014	281488
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2014	52027
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2014	234219
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2014	322040
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2014	102574
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2014	262736
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2014	51202
PANORAMA RESEARCH INC	CA	UNITED STATES	2014	225000
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2014	59075
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	322040
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2014	392486
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2014	275270
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2014	53282
SAN DIEGO STATE UNIVERSITY	CA	UNITED STATES	2014	510442
UNIVERSITY OF IOWA	IA	UNITED STATES	2014	74999
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	466815
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2014	292032
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2014	295769
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2014	140136
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	573291
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	216784
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2014	75000
LOVELACE BIOMEDICAL AND ENVIRONMENTAL RES	NM	UNITED STATES	2014	916990
STATE UNIVERSITY OF NEW YORK AT BUFFALO	NY	UNITED STATES	2014	78708
PAPA OLA LOKAHI	HI	UNITED STATES	2014	35660
OHIO STATE UNIVERSITY	OH	UNITED STATES	2014	2162002
WISTAR INSTITUTE	PA	UNITED STATES	2014	57794
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	14016
UNIVERSITY OF UTAH	UT	UNITED STATES	2014	551268
ACTUATED MEDICAL, INC.	PA	UNITED STATES	2014	812205
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2014	3199780
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2014	132433
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2014	439630
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2014	98973
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2014	150000
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2014	72993
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	268252
COLORADO CANCER RESEARCH PROGRAM INC	CO	UNITED STATES	2014	188440
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2014	2302500
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	120528
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2014	158232
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2014	196207
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2014	338142
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	149472
UNIVERSITY OF TENNESSEE HEALTH SCI CTR	TN	UNITED STATES	2014	289149
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	222850
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2014	553348
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2014	312164
JOSLIN DIABETES CENTER	MA	UNITED STATES	2014	216250
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2014	443699
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2014	2302000
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2014	125000
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2014	1366635
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2014	318513
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2014	586465
EMORY UNIVERSITY	GA	UNITED STATES	2014	558016
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	194000
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	275197
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	178740
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2014	320189
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2014	299168
VANDERBILT UNIVERSITY	TN	UNITED STATES	2014	87802
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2014	128510
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2014	175824
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2014	227070
OREGON HEALTH AND SCIENCE UNIVERSITY	OR	UNITED STATES	2014	42676
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	167204
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2014	313307
PURDUE UNIVERSITY WEST LAFAYETTE	IN	UNITED STATES	2014	328716
STANFORD UNIVERSITY	CA	UNITED STATES	2014	160500
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2014	320027
VANDERBILT UNIVERSITY	TN	UNITED STATES	2014	132701
UNIVERSITY SYSTEM OF NEW HAMPSHIRE	NH	UNITED STATES	2014	349642
HARVARD UNIVERSITY SCHOOL OF PUBLIC HEALTH	MA	UNITED STATES	2014	172925
LOUISIANA STATE UNIV HSC NEW ORLEANS	LA	UNITED STATES	2014	273458
APRICITY THERAPEUTICS INC	CA	UNITED STATES	2014	190000
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	160342
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2014	298894
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2014	276844
CASE WESTERN RESERVE UNIVERSITY	OH	UNITED STATES	2014	1424703
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	614261
DUKE UNIVERSITY	NC	UNITED STATES	2014	304783
VANDERBILT UNIVERSITY	TN	UNITED STATES	2014	74325
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT	TX	UNITED STATES	2014	316496
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2014	377216
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2014	435089
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2014	581591
RESEARCH TRIANGLE INSTITUTE	NC	UNITED STATES	2014	529636
BROWN UNIVERSITY	RI	UNITED STATES	2014	225942
TULANE UNIVERSITY OF LOUISIANA	LA	UNITED STATES	2014	40755
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2014	739531
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2014	44234
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2014	51530
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2014	366952
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2014	74856
DUKE UNIVERSITY	NC	UNITED STATES	2014	316002
DARTMOUTH COLLEGE	NH	UNITED STATES	2014	170891
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2014	311725
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2014	297622
DELPHINUS MEDICAL TECHNOLOGIES INC	MI	UNITED STATES	2014	184242
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2014	30000
STATE UNIVERSITY NEW YORK STONY BROOK	NY	UNITED STATES	2014	240672
MAYO CLINIC	MN	UNITED STATES	2014	136685
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON	TX	UNITED STATES	2014	119534
YALE UNIVERSITY	CT	UNITED STATES	2014	143857
AMERICAN SOCIETY OF HEMATOLOGY	DC	UNITED STATES	2014	288658
JACKSON LABORATORY	ME	UNITED STATES	2014	55134
UNIVERSITY OF MISSOURI-COLUMBIA	MO	UNITED STATES	2014	134391
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	49999
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2014	210460
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2014	275898
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2014	43539
BOSTON UNIVERSITY	MA	UNITED STATES	2014	45144
CORNELL UNIVERSITY ITHACA	NY	UNITED STATES	2014	168563
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	42676
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2014	42676
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS	MD	UNITED STATES	2014	3828516
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2014	64080
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON	TX	UNITED STATES	2014	160582
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2014	309964
MAYO CLINIC  JACKSONVILLE	FL	UNITED STATES	2014	378431
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2014	193657
UNIVERSITY OF COLORADO AT BOULDER	CO	UNITED STATES	2014	276251
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2014	102705
MAYO CLINIC	MN	UNITED STATES	2014	317411
YALE UNIVERSITY	CT	UNITED STATES	2014	327750
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	390183
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2014	85155
DUKE UNIVERSITY	NC	UNITED STATES	2014	55094
LOUISIANA STATE UNIV HSC SHREVEPORT	LA	UNITED STATES	2014	260853
DUKE UNIVERSITY	NC	UNITED STATES	2014	33087
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2014	502763
NORTH CAROLINA CENTRAL UNIVERSITY	NC	UNITED STATES	2014	135800
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	600026
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2014	298542
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2014	3738697
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2014	332687
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	259863
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2014	277200
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2014	312379
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2014	318015
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2014	521105
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2014	11640
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2014	375958
VANDERBILT UNIVERSITY	TN	UNITED STATES	2014	371804
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2014	50000
WISTAR INSTITUTE	PA	UNITED STATES	2014	309287
WASHINGTON UNIVERSITY	MO	UNITED STATES	2014	423527
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT	TX	UNITED STATES	2014	37071
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2014	132486
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2014	98492
